province,city_name,time,confirm,heal,dead
陕西省,咸阳市,2020/2/2,9,0,0
香港特别行政区,香港特别行政区,2020/2/2,15,0,0
湖南省,湘潭市,2020/2/2,19,3,0
湖南省,湘西土家族苗族自治州,2020/2/2,6,1,0
湖北省,襄阳市,2020/2/2,548,0,0
湖北省,孝感市,2020/2/2,918,2,14
山西省,忻州市,2020/2/2,3,0,0
河南省,新乡市,2020/2/2,27,0,0
江西省,新余市,2020/2/2,50,3,0
河南省,信阳市,2020/2/2,99,0,0
河北省,邢台市,2020/2/2,14,0,0
内蒙古自治区,兴安盟,2020/2/2,1,0,0
江苏省,宿迁市,2020/2/2,9,0,0
安徽省,宿州市,2020/2/2,21,0,0
江苏省,徐州市,2020/2/2,36,0,0
河南省,许昌市,2020/2/2,15,0,0
安徽省,宣城市,2020/2/2,4,0,0
四川省,雅安市,2020/2/2,5,0,0
山东省,烟台市,2020/2/2,22,0,0
陕西省,延安市,2020/2/2,8,0,0
吉林省,延边朝鲜族自治州,2020/2/2,2,0,0
江苏省,盐城市,2020/2/2,15,0,0
江苏省,扬州市,2020/2/2,14,0,0
广东省,阳江市,2020/2/2,10,0,0
山西省,阳泉市,2020/2/2,2,0,0
新疆维吾尔自治区,伊犁哈萨克自治州,2020/2/2,6,0,0
四川省,宜宾市,2020/2/2,7,0,0
湖北省,宜昌市,2020/2/2,392,1,1
江西省,宜春市,2020/2/2,36,1,0
湖南省,益阳市,2020/2/2,30,0,0
宁夏回族自治区,银川市,2020/2/2,20,0,0
江西省,鹰潭市,2020/2/2,8,0,0
辽宁省,营口市,2020/2/2,1,0,0
湖南省,永州市,2020/2/2,26,2,0
陕西省,榆林市,2020/2/2,1,0,0
广西壮族自治区,玉林市,2020/2/2,8,0,0
云南省,玉溪市,2020/2/2,12,0,0
湖南省,岳阳市,2020/2/2,70,0,0
山西省,运城市,2020/2/2,13,1,0
山东省,枣庄市,2020/2/2,15,0,0
广东省,湛江市,2020/2/2,14,1,0
湖南省,张家界市,2020/2/2,3,0,0
河北省,张家口市,2020/2/2,9,0,0
甘肃省,张掖市,2020/2/2,2,0,0
福建省,漳州市,2020/2/2,13,0,0
吉林省,长春市,2020/2/2,16,1,0
湖南省,长沙市,2020/2/2,125,2,0
山西省,长治市,2020/2/2,3,0,0
云南省,昭通市,2020/2/2,8,0,0
广东省,肇庆市,2020/2/2,7,1,0
江苏省,镇江市,2020/2/2,3,0,0
河南省,郑州市,2020/2/2,72,3,0
广东省,中山市,2020/2/2,25,0,0
宁夏回族自治区,中卫市,2020/2/2,2,0,0
重庆市,重庆市,2020/2/2,300,7,2
浙江省,舟山市,2020/2/2,7,2,0
河南省,周口市,2020/2/2,47,0,0
广东省,珠海市,2020/2/2,51,0,0
湖南省,株洲市,2020/2/2,26,1,0
河南省,驻马店市,2020/2/2,58,0,0
四川省,资阳市,2020/2/2,2,0,0
山东省,淄博市,2020/2/2,12,0,0
四川省,自贡市,2020/2/2,9,0,0
贵州省,遵义市,2020/2/2,8,0,0
四川省,阿坝藏族羌族自治州,2020/2/3,1,0,0
新疆维吾尔自治区,阿克苏地区,2020/2/3,1,0,0
陕西省,安康市,2020/2/3,17,0,0
安徽省,安庆市,2020/2/3,55,0,0
贵州省,安顺市,2020/2/3,2,0,0
河南省,安阳市,2020/2/3,33,0,0
辽宁省,鞍山市,2020/2/3,1,0,0
澳门特别行政区,澳门特别行政区,2020/2/3,8,0,0
内蒙古自治区,巴彦淖尔市,2020/2/3,3,0,0
四川省,巴中市,2020/2/3,12,0,0
甘肃省,白银市,2020/2/3,1,0,0
广西壮族自治区,百色市,2020/2/3,2,0,0
安徽省,蚌埠市,2020/2/3,43,0,0
内蒙古自治区,包头市,2020/2/3,6,0,0
陕西省,宝鸡市,2020/2/3,10,0,0
河北省,保定市,2020/2/3,13,2,0
云南省,保山市,2020/2/3,8,0,0
广西壮族自治区,北海市,2020/2/3,27,0,0
北京市,北京市,2020/2/3,228,23,1
辽宁省,本溪市,2020/2/3,3,0,0
贵州省,毕节市,2020/2/3,8,0,0
山东省,滨州市,2020/2/3,11,0,0
安徽省,亳州市,2020/2/3,48,0,0
河北省,沧州市,2020/2/3,20,0,1
新疆维吾尔自治区,昌吉回族自治州,2020/2/3,1,0,0
海南省,昌江黎族自治县,2020/2/3,3,0,0
湖南省,常德市,2020/2/3,50,0,0
江苏省,常州市,2020/2/3,19,0,0
辽宁省,朝阳市,2020/2/3,6,0,0
广东省,潮州市,2020/2/3,4,0,0
湖南省,郴州市,2020/2/3,22,1,0
四川省,成都市,2020/2/3,87,10,1
河北省,承德市,2020/2/3,3,0,0
海南省,澄迈县,2020/2/3,3,0,1
安徽省,池州市,2020/2/3,10,2,0
内蒙古自治区,赤峰市,2020/2/3,2,0,0
安徽省,滁州市,2020/2/3,11,4,0
云南省,楚雄彝族自治州,2020/2/3,3,0,0
四川省,达州市,2020/2/3,13,1,0
云南省,大理白族自治州,2020/2/3,7,1,0
辽宁省,大连市,2020/2/3,12,1,0
黑龙江省,大庆市,2020/2/3,11,0,0
山西省,大同市,2020/2/3,9,0,0
黑龙江省,大兴安岭地区,2020/2/3,2,0,0
云南省,待明确,2020/2/3,0,13,0
云南省,待明确,2020/2/3,0,17,0
辽宁省,丹东市,2020/2/3,6,0,0
海南省,儋州市,2020/2/3,8,0,0
云南省,德宏傣族景颇族自治州,2020/2/3,5,0,0
四川省,德阳市,2020/2/3,12,0,0
山东省,德州市,2020/2/3,19,1,0
新疆维吾尔自治区,第八师,2020/2/3,1,0,0
新疆维吾尔自治区,第九师,2020/2/3,4,0,0
新疆维吾尔自治区,第六师,2020/2/3,1,0,0
新疆维吾尔自治区,第七师,2020/2/3,1,0,0
海南省,定安县,2020/2/3,3,0,0
甘肃省,定西市,2020/2/3,3,1,0
海南省,东方市,2020/2/3,1,0,0
广东省,东莞市,2020/2/3,37,0,0
内蒙古自治区,鄂尔多斯市,2020/2/3,9,0,0
湖北省,鄂州市,2020/2/3,332,4,18
湖北省,恩施土家族苗族自治州,2020/2/3,123,5,0
广西壮族自治区,防城港市,2020/2/3,11,1,0
广东省,佛山市,2020/2/3,46,0,0
福建省,福州市,2020/2/3,53,0,0
江西省,抚州市,2020/2/3,34,0,0
辽宁省,阜新市,2020/2/3,5,0,0
安徽省,阜阳市,2020/2/3,79,0,0
甘肃省,甘南藏族自治州,2020/2/3,1,0,0
四川省,甘孜藏族自治州,2020/2/3,8,0,0
江西省,赣州市,2020/2/3,42,1,0
吉林省,公主岭,2020/2/3,3,0,0
宁夏回族自治区,固原市,2020/2/3,2,0,0
四川省,广安市,2020/2/3,24,1,0
四川省,广元市,2020/2/3,6,0,0
广东省,广州市,2020/2/3,216,0,0
广西壮族自治区,贵港市,2020/2/3,5,0,0
贵州省,贵阳市,2020/2/3,10,1,0
广西壮族自治区,桂林市,2020/2/3,24,4,0
黑龙江省,哈尔滨市,2020/2/3,63,2,0
青海省,海北藏族自治州,2020/2/3,3,0,0
海南省,海口市,2020/2/3,14,0,0
河北省,邯郸市,2020/2/3,14,0,0
陕西省,汉中市,2020/2/3,16,0,0
浙江省,杭州市,2020/2/3,132,6,0
安徽省,合肥市,2020/2/3,81,6,0
广西壮族自治区,河池市,2020/2/3,8,0,0
广东省,河源市,2020/2/3,1,0,0
山东省,菏泽市,2020/2/3,10,0,0
广西壮族自治区,贺州市,2020/2/3,4,0,0
河南省,鹤壁市,2020/2/3,10,0,0
黑龙江省,鹤岗市,2020/2/3,2,0,0
黑龙江省,黑河市,2020/2/3,1,0,0
河北省,衡水市,2020/2/3,5,0,0
湖南省,衡阳市,2020/2/3,35,4,0
云南省,红河哈尼族彝族自治州,2020/2/3,5,1,0
内蒙古自治区,呼和浩特市,2020/2/3,4,0,0
内蒙古自治区,呼伦贝尔市,2020/2/3,3,1,0
辽宁省,葫芦岛市,2020/2/3,5,0,0
浙江省,湖州市,2020/2/3,9,1,0
湖南省,怀化市,2020/2/3,35,1,0
江苏省,淮安市,2020/2/3,22,1,0
安徽省,淮北市,2020/2/3,11,0,0
安徽省,淮南市,2020/2/3,8,0,0
湖北省,黄冈市,2020/2/3,1422,43,19
安徽省,黄山市,2020/2/3,9,0,0
湖北省,黄石市,2020/2/3,405,10,2
广东省,惠州市,2020/2/3,29,1,0
黑龙江省,鸡西市,2020/2/3,9,0,0
江西省,吉安市,2020/2/3,15,1,0
吉林省,吉林市,2020/2/3,5,0,0
山东省,济南市,2020/2/3,25,0,0
山东省,济宁市,2020/2/3,21,1,0
河南省,济源市,2020/2/3,2,0,0
黑龙江省,佳木斯市,2020/2/3,11,0,0
浙江省,嘉兴市,2020/2/3,23,0,0
广东省,江门市,2020/2/3,6,0,0
河南省,焦作市,2020/2/3,12,0,0
广东省,揭阳市,2020/2/3,6,0,0
甘肃省,金昌市,2020/2/3,1,0,0
浙江省,金华市,2020/2/3,40,6,0
辽宁省,锦州市,2020/2/3,7,0,0
山西省,晋城市,2020/2/3,7,0,0
山西省,晋中市,2020/2/3,19,0,0
湖北省,荆门市,2020/2/3,400,6,14
湖北省,荆州市,2020/2/3,613,7,7
江西省,景德镇市,2020/2/3,4,1,0
江西省,九江市,2020/2/3,78,2,0
河南省,开封市,2020/2/3,12,0,0
云南省,昆明市,2020/2/3,34,0,0
西藏自治区,拉萨市,2020/2/3,1,0,0
甘肃省,兰州市,2020/2/3,28,2,0
河北省,廊坊市,2020/2/3,12,1,0
海南省,乐东黎族自治县,2020/2/3,1,0,0
四川省,乐山市,2020/2/3,2,0,0
云南省,丽江市,2020/2/3,7,0,0
浙江省,丽水市,2020/2/3,16,1,0
江苏省,连云港市,2020/2/3,17,1,0
四川省,凉山彝族自治州,2020/2/3,6,0,0
辽宁省,辽阳市,2020/2/3,2,0,0
吉林省,辽源市,2020/2/3,3,0,0
山东省,聊城市,2020/2/3,10,0,0
云南省,临沧市,2020/2/3,1,0,0
山西省,临汾市,2020/2/3,1,0,0
海南省,临高县,2020/2/3,4,0,0
甘肃省,临夏回族自治州,2020/2/3,3,0,0
山东省,临沂市,2020/2/3,27,1,0
海南省,陵水黎族自治县,2020/2/3,5,0,0
广西壮族自治区,柳州市,2020/2/3,15,0,0
安徽省,六安市,2020/2/3,30,0,0
贵州省,六盘水市,2020/2/3,9,0,0
福建省,龙岩市,2020/2/3,2,0,0
甘肃省,陇南市,2020/2/3,4,0,0
湖南省,娄底市,2020/2/3,40,2,0
四川省,泸州市,2020/2/3,9,0,0
河南省,洛阳市,2020/2/3,12,0,0
河南省,漯河市,2020/2/3,23,0,0
山西省,吕梁市,2020/2/3,5,0,0
安徽省,马鞍山市,2020/2/3,28,0,0
广东省,茂名市,2020/2/3,5,0,0
四川省,眉山市,2020/2/3,5,0,0
广东省,梅州市,2020/2/3,9,0,0
四川省,绵阳市,2020/2/3,17,1,0
黑龙江省,牡丹江市,2020/2/3,8,0,0
江西省,南昌市,2020/2/3,121,4,0
四川省,南充市,2020/2/3,27,0,0
江苏省,南京市,2020/2/3,44,2,0
广西壮族自治区,南宁市,2020/2/3,27,0,0
福建省,南平市,2020/2/3,11,0,0
江苏省,南通市,2020/2/3,22,0,0
河南省,南阳市,2020/2/3,99,0,2
四川省,内江市,2020/2/3,15,0,0
浙江省,宁波市,2020/2/3,102,1,0
福建省,宁德市,2020/2/3,12,0,0
四川省,攀枝花市,2020/2/3,10,0,0
辽宁省,盘锦市,2020/2/3,8,0,0
河南省,平顶山市,2020/2/3,28,0,0
甘肃省,平凉市,2020/2/3,1,0,0
江西省,萍乡市,2020/2/3,20,1,0
福建省,莆田市,2020/2/3,37,1,0
河南省,濮阳市,2020/2/3,4,0,0
云南省,普洱市,2020/2/3,4,0,0
黑龙江省,七台河市,2020/2/3,8,0,0
黑龙江省,齐齐哈尔市,2020/2/3,6,0,0
湖北省,潜江市,2020/2/3,44,0,1
贵州省,黔东南苗族侗族自治州,2020/2/3,4,0,0
贵州省,黔南布依族苗族自治州,2020/2/3,6,0,0
贵州省,黔西南布依族苗族自治州,2020/2/3,2,0,0
广西壮族自治区,钦州市,2020/2/3,3,0,0
河北省,秦皇岛市,2020/2/3,2,0,0
山东省,青岛市,2020/2/3,29,1,0
广东省,清远市,2020/2/3,8,0,0
甘肃省,庆阳市,2020/2/3,1,0,0
海南省,琼海市,2020/2/3,6,0,0
海南省,琼中黎族苗族自治县,2020/2/3,1,0,0
浙江省,衢州市,2020/2/3,15,0,0
云南省,曲靖市,2020/2/3,8,1,0
福建省,泉州市,2020/2/3,35,0,0
山东省,日照市,2020/2/3,14,0,0
河南省,三门峡市,2020/2/3,7,0,0
福建省,三明市,2020/2/3,11,0,0
海南省,三亚市,2020/2/3,18,4,0
福建省,厦门市,2020/2/3,20,0,0
广东省,汕头市,2020/2/3,18,0,0
广东省,汕尾市,2020/2/3,5,0,0
陕西省,商洛市,2020/2/3,5,0,0
河南省,商丘市,2020/2/3,60,0,0
上海市,上海市,2020/2/3,208,10,1
江西省,上饶市,2020/2/3,50,4,0
广东省,韶关市,2020/2/3,6,0,0
湖南省,邵阳市,2020/2/3,55,1,0
浙江省,绍兴市,2020/2/3,30,3,0
广东省,深圳市,2020/2/3,269,4,0
湖北省,神农架林区,2020/2/3,10,2,0
辽宁省,沈阳市,2020/2/3,15,0,0
湖北省,十堰市,2020/2/3,291,6,0
河北省,石家庄市,2020/2/3,21,0,0
宁夏回族自治区,石嘴山市,2020/2/3,1,0,0
黑龙江省,双鸭山市,2020/2/3,12,0,0
山西省,朔州市,2020/2/3,3,0,0
吉林省,四平市,2020/2/3,7,0,0
吉林省,松原市,2020/2/3,2,0,0
江苏省,苏州市,2020/2/3,52,3,0
黑龙江省,绥化市,2020/2/3,22,0,2
湖北省,随州市,2020/2/3,641,3,6
四川省,遂宁市,2020/2/3,5,1,0
浙江省,台州市,2020/2/3,115,11,0
山西省,太原市,2020/2/3,6,1,0
山东省,泰安市,2020/2/3,12,1,0
江苏省,泰州市,2020/2/3,23,0,0
河北省,唐山市,2020/2/3,11,0,0
天津市,天津市,2020/2/3,60,1,0
湖北省,天门市,2020/2/3,117,0,10
甘肃省,天水市,2020/2/3,10,0,0
辽宁省,铁岭市,2020/2/3,3,0,0
吉林省,通化市,2020/2/3,1,0,0
内蒙古自治区,通辽市,2020/2/3,1,0,0
陕西省,铜川市,2020/2/3,7,0,0
安徽省,铜陵市,2020/2/3,19,2,0
贵州省,铜仁市,2020/2/3,6,1,0
新疆维吾尔自治区,吐鲁番市,2020/2/3,1,0,0
海南省,万宁市,2020/2/3,11,0,0
山东省,威海市,2020/2/3,25,2,0
山东省,潍坊市,2020/2/3,13,0,0
陕西省,渭南市,2020/2/3,6,0,0
浙江省,温州市,2020/2/3,340,17,0
海南省,文昌市,2020/2/3,1,0,0
云南省,文山壮族苗族自治州,2020/2/3,1,0,0
内蒙古自治区,乌海市,2020/2/3,1,0,0
内蒙古自治区,乌兰察布市,2020/2/3,3,0,0
新疆维吾尔自治区,乌鲁木齐市,2020/2/3,12,0,0
江苏省,无锡市,2020/2/3,25,1,0
安徽省,芜湖市,2020/2/3,21,0,0
宁夏回族自治区,吴忠市,2020/2/3,7,0,0
广西壮族自治区,梧州市,2020/2/3,5,2,0
湖北省,武汉市,2020/2/3,6384,303,313
陕西省,西安市,2020/2/3,60,1,0
青海省,西宁市,2020/2/3,12,0,0
云南省,西双版纳傣族自治州,2020/2/3,13,1,0
内蒙古自治区,锡林郭勒盟,2020/2/3,2,0,0
湖北省,仙桃市,2020/2/3,188,0,3
湖北省,咸宁市,2020/2/3,348,1,0
陕西省,咸阳市,2020/2/3,12,0,0
香港特别行政区,香港特别行政区,2020/2/3,15,0,0
湖南省,湘潭市,2020/2/3,21,3,0
湖南省,湘西土家族苗族自治州,2020/2/3,6,1,0
湖北省,襄阳市,2020/2/3,632,0,1
湖北省,孝感市,2020/2/3,1120,4,17
山西省,忻州市,2020/2/3,3,0,0
河南省,新乡市,2020/2/3,33,0,0
江西省,新余市,2020/2/3,59,3,0
河南省,信阳市,2020/2/3,112,0,0
河北省,邢台市,2020/2/3,16,0,0
内蒙古自治区,兴安盟,2020/2/3,1,0,0
江苏省,宿迁市,2020/2/3,10,0,0
安徽省,宿州市,2020/2/3,23,0,0
江苏省,徐州市,2020/2/3,39,0,0
河南省,许昌市,2020/2/3,19,0,0
安徽省,宣城市,2020/2/3,4,0,0
四川省,雅安市,2020/2/3,5,0,0
山东省,烟台市,2020/2/3,26,0,0
陕西省,延安市,2020/2/3,8,0,0
吉林省,延边朝鲜族自治州,2020/2/3,3,0,0
江苏省,盐城市,2020/2/3,15,0,0
江苏省,扬州市,2020/2/3,15,0,0
广东省,阳江市,2020/2/3,12,0,0
山西省,阳泉市,2020/2/3,2,0,0
新疆维吾尔自治区,伊犁哈萨克自治州,2020/2/3,7,0,0
四川省,宜宾市,2020/2/3,7,0,0
湖北省,宜昌市,2020/2/3,452,2,3
江西省,宜春市,2020/2/3,45,2,0
湖南省,益阳市,2020/2/3,35,1,0
宁夏回族自治区,银川市,2020/2/3,21,1,0
江西省,鹰潭市,2020/2/3,8,0,0
辽宁省,营口市,2020/2/3,1,0,0
湖南省,永州市,2020/2/3,26,5,0
陕西省,榆林市,2020/2/3,1,0,0
广西壮族自治区,玉林市,2020/2/3,8,0,0
云南省,玉溪市,2020/2/3,12,1,0
湖南省,岳阳市,2020/2/3,83,0,0
山西省,运城市,2020/2/3,16,1,0
山东省,枣庄市,2020/2/3,16,0,0
广东省,湛江市,2020/2/3,15,1,0
湖南省,张家界市,2020/2/3,3,0,0
河北省,张家口市,2020/2/3,9,0,0
甘肃省,张掖市,2020/2/3,2,0,0
福建省,漳州市,2020/2/3,13,0,0
吉林省,长春市,2020/2/3,18,1,0
湖南省,长沙市,2020/2/3,148,2,0
山西省,长治市,2020/2/3,3,0,0
云南省,昭通市,2020/2/3,9,0,0
广东省,肇庆市,2020/2/3,10,1,0
江苏省,镇江市,2020/2/3,5,0,0
河南省,郑州市,2020/2/3,85,3,0
广东省,中山市,2020/2/3,31,0,0
宁夏回族自治区,中卫市,2020/2/3,3,0,0
重庆市,重庆市,2020/2/3,337,9,2
浙江省,舟山市,2020/2/3,7,2,0
河南省,周口市,2020/2/3,52,0,0
广东省,珠海市,2020/2/3,64,0,0
湖南省,株洲市,2020/2/3,34,1,0
河南省,驻马店市,2020/2/3,72,0,0
四川省,资阳市,2020/2/3,2,0,0
山东省,淄博市,2020/2/3,12,0,0
四川省,自贡市,2020/2/3,9,0,0
贵州省,遵义市,2020/2/3,9,0,0
四川省,阿坝藏族羌族自治州,2020/2/4,1,0,0
新疆维吾尔自治区,阿克苏地区,2020/2/4,1,0,0
陕西省,安康市,2020/2/4,19,0,0
安徽省,安庆市,2020/2/4,56,3,0
贵州省,安顺市,2020/2/4,3,0,0
河南省,安阳市,2020/2/4,35,1,0
辽宁省,鞍山市,2020/2/4,1,0,0
澳门特别行政区,澳门特别行政区,2020/2/4,10,0,0
内蒙古自治区,巴彦淖尔市,2020/2/4,4,0,0
四川省,巴中市,2020/2/4,15,0,0
甘肃省,白银市,2020/2/4,1,0,0
广西壮族自治区,百色市,2020/2/4,2,0,0
安徽省,蚌埠市,2020/2/4,48,0,0
内蒙古自治区,包头市,2020/2/4,7,0,0
陕西省,宝鸡市,2020/2/4,10,0,0
河北省,保定市,2020/2/4,17,2,0
云南省,保山市,2020/2/4,8,0,0
海南省,保亭黎族苗族自治县,2020/2/4,2,0,0
广西壮族自治区,北海市,2020/2/4,29,2,0
北京市,北京市,2020/2/4,253,24,1
辽宁省,本溪市,2020/2/4,3,0,0
贵州省,毕节市,2020/2/4,11,0,0
山东省,滨州市,2020/2/4,11,2,0
安徽省,亳州市,2020/2/4,58,2,0
河北省,沧州市,2020/2/4,20,0,1
新疆维吾尔自治区,昌吉回族自治州,2020/2/4,2,0,0
海南省,昌江黎族自治县,2020/2/4,3,0,0
湖南省,常德市,2020/2/4,56,3,0
江苏省,常州市,2020/2/4,24,2,0
辽宁省,朝阳市,2020/2/4,6,0,0
广东省,潮州市,2020/2/4,4,0,0
湖南省,郴州市,2020/2/4,24,1,0
四川省,成都市,2020/2/4,92,17,1
河北省,承德市,2020/2/4,4,0,0
海南省,澄迈县,2020/2/4,4,0,1
安徽省,池州市,2020/2/4,11,1,0
内蒙古自治区,赤峰市,2020/2/4,3,0,0
安徽省,滁州市,2020/2/4,11,2,0
云南省,楚雄彝族自治州,2020/2/4,4,0,0
四川省,达州市,2020/2/4,17,1,0
云南省,大理白族自治州,2020/2/4,7,1,0
辽宁省,大连市,2020/2/4,13,2,0
黑龙江省,大庆市,2020/2/4,11,0,0
山西省,大同市,2020/2/4,9,0,0
黑龙江省,大兴安岭地区,2020/2/4,2,0,0
云南省,待明确,2020/2/4,0,2,0
云南省,待明确,2020/2/4,0,16,0
云南省,待明确,2020/2/4,0,2,0
辽宁省,丹东市,2020/2/4,6,0,0
海南省,儋州市,2020/2/4,8,0,0
云南省,德宏傣族景颇族自治州,2020/2/4,5,0,0
四川省,德阳市,2020/2/4,12,0,0
山东省,德州市,2020/2/4,19,1,0
新疆维吾尔自治区,第八师,2020/2/4,1,0,0
新疆维吾尔自治区,第九师,2020/2/4,4,0,0
新疆维吾尔自治区,第六师,2020/2/4,1,0,0
新疆维吾尔自治区,第七师,2020/2/4,1,0,0
海南省,定安县,2020/2/4,3,0,0
甘肃省,定西市,2020/2/4,2,1,0
海南省,东方市,2020/2/4,2,0,0
广东省,东莞市,2020/2/4,44,0,0
内蒙古自治区,鄂尔多斯市,2020/2/4,11,0,0
湖北省,鄂州市,2020/2/4,382,6,18
湖北省,恩施土家族苗族自治州,2020/2/4,138,6,0
广西壮族自治区,防城港市,2020/2/4,13,1,0
广东省,佛山市,2020/2/4,49,1,0
福建省,福州市,2020/2/4,55,2,0
江西省,抚州市,2020/2/4,44,1,0
辽宁省,阜新市,2020/2/4,7,0,0
安徽省,阜阳市,2020/2/4,84,3,0
甘肃省,甘南藏族自治州,2020/2/4,2,0,0
四川省,甘孜藏族自治州,2020/2/4,10,0,0
江西省,赣州市,2020/2/4,48,1,0
吉林省,公主岭,2020/2/4,4,0,0
宁夏回族自治区,固原市,2020/2/4,2,0,0
四川省,广安市,2020/2/4,24,1,0
四川省,广元市,2020/2/4,6,0,0
广东省,广州市,2020/2/4,237,3,0
广西壮族自治区,贵港市,2020/2/4,5,0,0
贵州省,贵阳市,2020/2/4,12,1,0
广西壮族自治区,桂林市,2020/2/4,26,4,0
黑龙江省,哈尔滨市,2020/2/4,73,2,0
青海省,海北藏族自治州,2020/2/4,3,0,0
海南省,海口市,2020/2/4,16,4,0
河北省,邯郸市,2020/2/4,14,0,0
陕西省,汉中市,2020/2/4,19,0,0
浙江省,杭州市,2020/2/4,141,7,0
安徽省,合肥市,2020/2/4,93,5,0
广西壮族自治区,河池市,2020/2/4,9,0,0
广东省,河源市,2020/2/4,1,0,0
山东省,菏泽市,2020/2/4,12,0,0
广西壮族自治区,贺州市,2020/2/4,4,0,0
河南省,鹤壁市,2020/2/4,10,0,0
黑龙江省,鹤岗市,2020/2/4,2,0,0
黑龙江省,黑河市,2020/2/4,1,0,0
河北省,衡水市,2020/2/4,5,0,0
湖南省,衡阳市,2020/2/4,39,5,0
云南省,红河哈尼族彝族自治州,2020/2/4,5,1,0
内蒙古自治区,呼和浩特市,2020/2/4,5,0,0
内蒙古自治区,呼伦贝尔市,2020/2/4,3,1,0
辽宁省,葫芦岛市,2020/2/4,6,0,0
浙江省,湖州市,2020/2/4,9,1,0
湖南省,怀化市,2020/2/4,35,2,0
江苏省,淮安市,2020/2/4,26,1,0
安徽省,淮北市,2020/2/4,14,0,0
安徽省,淮南市,2020/2/4,12,0,0
湖北省,黄冈市,2020/2/4,1645,52,25
安徽省,黄山市,2020/2/4,9,0,0
湖北省,黄石市,2020/2/4,509,18,2
广东省,惠州市,2020/2/4,31,1,0
黑龙江省,鸡西市,2020/2/4,12,0,0
江西省,吉安市,2020/2/4,15,1,0
吉林省,吉林市,2020/2/4,5,0,0
山东省,济南市,2020/2/4,29,0,0
山东省,济宁市,2020/2/4,23,3,0
河南省,济源市,2020/2/4,2,0,0
黑龙江省,佳木斯市,2020/2/4,11,0,0
浙江省,嘉兴市,2020/2/4,27,0,0
广东省,江门市,2020/2/4,7,0,0
河南省,焦作市,2020/2/4,15,0,0
广东省,揭阳市,2020/2/4,6,0,0
甘肃省,金昌市,2020/2/4,1,0,0
浙江省,金华市,2020/2/4,44,6,0
辽宁省,锦州市,2020/2/4,7,0,0
山西省,晋城市,2020/2/4,7,0,0
山西省,晋中市,2020/2/4,21,2,0
湖北省,荆门市,2020/2/4,422,16,16
湖北省,荆州市,2020/2/4,713,9,9
江西省,景德镇市,2020/2/4,4,1,0
江西省,九江市,2020/2/4,86,2,0
河南省,开封市,2020/2/4,17,1,0
云南省,昆明市,2020/2/4,34,0,0
西藏自治区,拉萨市,2020/2/4,1,0,0
甘肃省,兰州市,2020/2/4,30,3,0
河北省,廊坊市,2020/2/4,13,1,0
海南省,乐东黎族自治县,2020/2/4,1,0,0
四川省,乐山市,2020/2/4,2,0,0
云南省,丽江市,2020/2/4,7,0,0
浙江省,丽水市,2020/2/4,16,1,0
江苏省,连云港市,2020/2/4,20,1,0
四川省,凉山彝族自治州,2020/2/4,7,0,0
辽宁省,辽阳市,2020/2/4,2,0,0
吉林省,辽源市,2020/2/4,3,0,0
山东省,聊城市,2020/2/4,12,0,0
云南省,临沧市,2020/2/4,1,0,0
山西省,临汾市,2020/2/4,1,0,0
海南省,临高县,2020/2/4,5,0,0
甘肃省,临夏回族自治州,2020/2/4,3,0,0
山东省,临沂市,2020/2/4,30,1,0
海南省,陵水黎族自治县,2020/2/4,4,0,0
广西壮族自治区,柳州市,2020/2/4,17,1,0
安徽省,六安市,2020/2/4,34,1,0
贵州省,六盘水市,2020/2/4,9,0,0
福建省,龙岩市,2020/2/4,2,0,0
甘肃省,陇南市,2020/2/4,4,0,0
湖南省,娄底市,2020/2/4,45,3,0
四川省,泸州市,2020/2/4,10,0,0
